geneName	CHR	geneStart	geneEnd	orientation	geneLength	effectorP	signalP	cazym	pfam
SLangusT_00719	Scaffold_3	158484	159580	+	1096.0	NO	NO	NO	50S ribosome-binding GTPase_pfam01926
SLangusT_00720	Scaffold_3	162591	165466	-	2875.0	NO	NO	NO	Tudor domain_pfam00567;Staphylococcal nuclease homologue_pfam00565
SLangusT_00721	Scaffold_3	167019	167680	-	661.0	0.961	SignalP_EUK	NO	Copper/zinc superoxide dismutase (SODC)_pfam00080
SLangusT_00722	Scaffold_3	171017	176461	+	5444.0	NO	NO	NO	RhoGEF domain_pfam00621;Pleckstrin homology domain_pfam15405;CNH domain_pfam00780
SLangusT_00723	Scaffold_3	177406	180535	-	3129.0	NO	NO	NO	tRNA synthetases class I (M)_pfam09334;Anticodon-binding domain of tRNA_pfam08264;tRNA synthetases class I (I, L, M and V)_pfam00133;Leucyl-tRNA synthetase, Domain 2_pfam13603
SLangusT_00724	Scaffold_3	181382	183283	+	1901.0	NO	NO	NO	Amino acid permease_pfam13520
SLangusT_00725	Scaffold_3	188849	189742	-	893.0	NO	NO	NO	Fungal protein of unknown function (DUF2011)_pfam09428
SLangusT_00726	Scaffold_3	190659	192584	-	1925.0	NO	NO	NO	NDT80 / PhoG like DNA-binding  family_pfam05224
SLangusT_00727	Scaffold_3	194860	196447	+	1587.0	NO	NO	NO	NO
SLangusT_00728	Scaffold_3	197543	198729	+	1186.0	NO	NO	NO	NO
SLangusT_00729	Scaffold_3	199857	200292	-	435.0	NO	NO	NO	NO
SLangusT_00730	Scaffold_3	201193	202316	-	1123.0	NO	NO	NO	Methyltransferase small domain_pfam05175
SLangusT_00731	Scaffold_3	202745	204141	+	1396.0	NO	NO	NO	FMN-dependent dehydrogenase_pfam01070
SLangusT_00732	Scaffold_3	204723	206324	+	1601.0	NO	NO	NO	Cytochrome b5-like Heme/Steroid binding domain_pfam00173;FMN-dependent dehydrogenase_pfam01070
SLangusT_00733	Scaffold_3	207586	208176	+	590.0	NO	NO	NO	NO
SLangusT_00734	Scaffold_3	213027	213837	-	810.0	0.97	NO	NO	NO
SLangusT_00735	Scaffold_3	216791	217124	-	333.0	NO	NO	NO	NO
SLangusT_00736	Scaffold_3	220186	221324	-	1138.0	0.926	NO	NO	NO
SLangusT_00737	Scaffold_3	221991	222755	+	764.0	NO	NO	NO	NO
SLangusT_00738	Scaffold_3	223376	226641	+	3265.0	NO	NO	NO	Mediator complex subunit Med5_pfam08689
SLangusT_00739	Scaffold_3	227052	228966	+	1914.0	NO	NO	NO	Sas10/Utp3/C1D family_pfam04000;Sas10 C-terminal domain_pfam09368
SLangusT_00740	Scaffold_3	229459	231434	+	1975.0	NO	NO	CBM18.hmm	Glycosyl hydrolases family 18_pfam00704;Chitin recognition protein_pfam00187
SLangusT_00741	Scaffold_3	232201	233676	-	1475.0	NO	NO	NO	NO
SLangusT_00742	Scaffold_3	235062	236540	-	1478.0	NO	NO	NO	NO
SLangusT_00743	Scaffold_3	239371	242968	-	3597.0	NO	NO	NO	Timeless protein C terminal region_pfam05029;Timeless protein_pfam04821
SLangusT_00744	Scaffold_3	243288	244380	+	1092.0	NO	NO	NO	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain_pfam02737;3-hydroxyacyl-CoA dehydrogenase, C-terminal domain_pfam00725
SLangusT_00745	Scaffold_3	244547	245074	-	527.0	0.99	NO	NO	NO
SLangusT_00746	Scaffold_3	245323	246186	+	863.0	NO	NO	NO	NO
SLangusT_00747	Scaffold_3	246473	248573	-	2100.0	NO	NO	NO	Homeobox domain_pfam00046
SLangusT_00748	Scaffold_3	254555	254888	-	333.0	0.963	NO	NO	NO
SLangusT_00749	Scaffold_3	255576	256124	+	548.0	0.967	NO	NO	NO
SLangusT_00750	Scaffold_3	259317	263899	-	4582.0	NO	NO	NO	AAA domain_pfam13086;Intron-binding protein aquarius N-terminus_pfam16399;AAA domain_pfam13087
SLangusT_00751	Scaffold_3	264169	266320	+	2151.0	NO	NO	NO	THO complex subunit 1 transcription elongation factor_pfam11957
SLangusT_00752	Scaffold_3	266526	267336	+	810.0	NO	NO	NO	NO
SLangusT_00753	Scaffold_3	267858	269373	+	1515.0	NO	NO	NO	Zinc finger, C3HC4 type (RING finger)_pfam13923;ATP-dependent protease La (LON) substrate-binding domain_pfam02190
SLangusT_00754	Scaffold_3	270151	272061	-	1910.0	NO	NO	NO	NO
SLangusT_00755	Scaffold_3	273142	274255	-	1113.0	NO	NO	NO	NO
SLangusT_00756	Scaffold_3	275098	278271	+	3173.0	NO	NO	NO	Zinc finger, C3HC4 type (RING finger)_pfam00097
SLangusT_00757	Scaffold_3	278991	280159	+	1168.0	NO	NO	NO	NO
SLangusT_00758	Scaffold_3	282031	283210	-	1179.0	NO	NO	NO	NO
SLangusT_00759	Scaffold_3	284238	285601	-	1363.0	NO	NO	NO	NO
SLangusT_00760	Scaffold_3	287065	288325	+	1260.0	NO	NO	NO	NO
SLangusT_00761	Scaffold_3	289258	289544	+	286.0	NO	NO	NO	NO
SLangusT_00762	Scaffold_3	289897	290692	-	795.0	NO	NO	NO	NO
SLangusT_00763	Scaffold_3	291397	291857	-	460.0	0.9	NO	NO	NO
SLangusT_00764	Scaffold_3	293390	294788	+	1398.0	NO	NO	NO	FAD binding domain_pfam01494
SLangusT_00765	Scaffold_3	296799	298153	-	1354.0	NO	NO	NO	NO
SLangusT_00766	Scaffold_3	298967	299796	-	829.0	NO	NO	NO	NO
SLangusT_00767	Scaffold_3	300069	301534	+	1465.0	NO	NO	NO	GDP-mannose 4,6 dehydratase_pfam16363
SLangusT_00768	Scaffold_3	304347	305691	+	1344.0	NO	NO	NO	Methyltransferase domain_pfam13489
SLangusT_00769	Scaffold_3	307324	308600	-	1276.0	NO	NO	NO	AdoMet dependent proline di-methyltransferase_pfam05891
SLangusT_00770	Scaffold_3	309312	311262	-	1950.0	NO	SignalP_EUK	CBM18.hmm	Polysaccharide deacetylase_pfam01522
SLangusT_00771	Scaffold_3	311310	311549	+	239.0	NO	NO	NO	NO
SLangusT_00772	Scaffold_3	313157	315224	-	2067.0	NO	NO	NO	Major Facilitator Superfamily_pfam07690
SLangusT_00773	Scaffold_3	317002	317709	+	707.0	NO	NO	NO	NO
SLangusT_00774	Scaffold_3	317962	319206	-	1244.0	NO	NO	NO	Brix domain_pfam04427
SLangusT_00775	Scaffold_3	319602	321842	+	2240.0	NO	NO	NO	tRNA synthetase class II core domain (G, H, P, S and T)_pfam00587;Anticodon binding domain_pfam03129
SLangusT_00776	Scaffold_3	323979	326871	+	2892.0	NO	NO	NO	P21-Rho-binding domain_pfam00786;Protein kinase domain_pfam00069
SLangusT_00777	Scaffold_3	327790	329807	+	2017.0	NO	NO	NO	NO
SLangusT_00778	Scaffold_3	330672	331971	-	1299.0	NO	NO	NO	DnaJ C terminal domain_pfam01556;DnaJ domain_pfam00226
SLangusT_00779	Scaffold_3	333595	336409	-	2814.0	NO	NO	NO	UBA-like domain_pfam14555
SLangusT_00780	Scaffold_3	337739	338398	-	659.0	NO	NO	NO	NO
SLangusT_00781	Scaffold_3	338882	339687	-	805.0	NO	NO	NO	Ubiquitin-conjugating enzyme_pfam00179
SLangusT_00782	Scaffold_3	341120	343372	-	2252.0	NO	NO	NO	Spindle pole body formation-associated protein_pfam11500
SLangusT_00783	Scaffold_3	343738	345571	+	1833.0	NO	NO	NO	Origin recognition complex subunit 2_pfam04084
SLangusT_00784	Scaffold_3	346085	347539	+	1454.0	NO	NO	NO	IPP transferase_pfam01715
SLangusT_00785	Scaffold_3	349704	353440	+	3736.0	NO	NO	NO	Cation transport ATPase (P-type)_pfam13246;Cation transporter/ATPase, N-terminus_pfam00690;E1-E2 ATPase_pfam00122;haloacid dehalogenase-like hydrolase_pfam00702;Cation transporting ATPase, C-terminus_pfam00689
SLangusT_00786	Scaffold_3	354354	355952	+	1598.0	NO	NO	NO	Plug domain of Sec61p_pfam10559;SecY translocase_pfam00344
SLangusT_00787	Scaffold_3	357749	358455	+	706.0	NO	NO	NO	NO
SLangusT_00788	Scaffold_3	359361	364535	+	5174.0	NO	NO	NO	ABC transporter_pfam00005;ABC transporter transmembrane region_pfam00664
SLangusT_00789	Scaffold_3	367114	368614	-	1500.0	NO	SignalP_EUK	NO	Eukaryotic aspartyl protease_pfam00026
SLangusT_00790	Scaffold_3	371262	373113	+	1851.0	NO	NO	NO	Cytochrome P450_pfam00067
SLangusT_00791	Scaffold_3	373778	379761	-	5983.0	NO	NO	NO	Histidyl-tRNA synthetase_pfam13393;RWD domain_pfam05773;Protein kinase domain_pfam00069;Anticodon binding domain of tRNAs_pfam12745
SLangusT_00792	Scaffold_3	380277	381805	+	1528.0	NO	NO	NO	ArgJ family_pfam01960
SLangusT_00793	Scaffold_3	382222	382990	-	768.0	0.822	NO	NO	NADH ubiquinone oxidoreductase subunit NDUFA12_pfam05071
SLangusT_00794	Scaffold_3	383196	384982	+	1786.0	NO	NO	NO	NO
SLangusT_00795	Scaffold_3	385232	387008	-	1776.0	NO	SignalP_EUK	GH27.hmm	Alpha galactosidase A_pfam16499
SLangusT_00796	Scaffold_3	389663	390367	-	704.0	0.987	NO	NO	NO
SLangusT_00797	Scaffold_3	390494	391483	+	989.0	NO	NO	NO	Alpha/beta hydrolase family_pfam12697
SLangusT_00798	Scaffold_3	392099	392582	-	483.0	NO	NO	NO	NO
SLangusT_00799	Scaffold_3	394183	394922	+	739.0	NO	NO	NO	NO
SLangusT_00800	Scaffold_3	395376	397722	-	2346.0	NO	NO	NO	NO
SLangusT_00801	Scaffold_3	400058	401529	+	1471.0	NO	NO	NO	eRF1 domain 2_pfam03464;eRF1 domain 1_pfam03463;eRF1 domain 3_pfam03465
SLangusT_00802	Scaffold_3	402447	403586	+	1139.0	NO	NO	NO	Prephenate dehydratase_pfam00800
SLangusT_00803	Scaffold_3	403849	405425	+	1576.0	NO	NO	NO	NO
SLangusT_00804	Scaffold_3	407369	411659	+	4290.0	NO	NO	NO	NO
SLangusT_00805	Scaffold_3	412549	415612	-	3063.0	NO	NO	NO	Region in Clathrin and VPS_pfam00637;Pep3/Vps18/deep orange family_pfam05131
SLangusT_00806	Scaffold_3	418958	419523	-	565.0	NO	NO	NO	NO
SLangusT_00807	Scaffold_3	420740	423664	+	2924.0	NO	NO	NO	Ras-binding domain of Byr2_pfam14847;SAM domain (Sterile alpha motif)_pfam00536;Protein kinase domain_pfam00069
SLangusT_00808	Scaffold_3	424542	425775	+	1233.0	NO	NO	NO	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)_pfam00076;Torus domain_pfam16131
SLangusT_00809	Scaffold_3	425965	426961	-	996.0	NO	NO	NO	UreF_pfam01730
SLangusT_00810	Scaffold_3	428184	428806	+	622.0	0.975	NO	NO	Membrane-associating domain_pfam01284
SLangusT_00811	Scaffold_3	429341	429788	-	447.0	0.999	NO	NO	NO
SLangusT_00812	Scaffold_3	430801	432092	-	1291.0	NO	NO	NO	NO
SLangusT_00813	Scaffold_3	432714	433417	+	703.0	NO	NO	NO	Fungal protein of unknown function (DUF1770)_pfam08589
SLangusT_00814	Scaffold_3	433874	435959	-	2085.0	NO	NO	NO	WSTF, HB1, Itc1p, MBD9 motif 1_pfam15612
SLangusT_00815	Scaffold_3	436234	436707	+	473.0	NO	NO	NO	NO
SLangusT_00816	Scaffold_3	438048	439084	+	1036.0	NO	NO	NO	Ribosomal Proteins L2, RNA binding domain_pfam00181;Ribosomal Proteins L2, C-terminal domain_pfam03947
SLangusT_00817	Scaffold_3	439539	440893	+	1354.0	NO	NO	NO	pfkB family carbohydrate kinase_pfam00294
SLangusT_00818	Scaffold_3	441318	443971	-	2653.0	NO	NO	NO	Est1 DNA/RNA binding domain_pfam10373;Telomerase activating protein Est1_pfam10374
SLangusT_00819	Scaffold_3	444836	445729	+	893.0	NO	NO	NO	NO
SLangusT_00820	Scaffold_3	446161	446978	-	817.0	NO	NO	NO	Autophagy-related protein 101_pfam07855
SLangusT_00821	Scaffold_3	447417	449085	+	1668.0	NO	NO	NO	Peroxin-3_pfam04882
SLangusT_00822	Scaffold_3	449612	450249	-	637.0	0.927	NO	NO	Sybindin-like family_pfam04099
SLangusT_00823	Scaffold_3	450651	453251	+	2600.0	NO	NO	NO	Protein kinase domain_pfam00069
SLangusT_00824	Scaffold_3	454447	454965	-	518.0	1.0	NO	NO	G10 protein_pfam01125
SLangusT_00825	Scaffold_3	455271	456065	+	794.0	NO	NO	NO	Complex1_LYR-like_pfam13233
SLangusT_00826	Scaffold_3	456198	456845	-	647.0	NO	NO	NO	RNA polymerase Rpb3/Rpb11 dimerisation domain_pfam13656
SLangusT_00827	Scaffold_3	458233	458597	+	364.0	NO	NO	NO	NO
SLangusT_00828	Scaffold_3	458988	459245	-	257.0	NO	NO	NO	NO
SLangusT_00829	Scaffold_3	463640	465053	+	1413.0	NO	NO	NO	NO
SLangusT_00830	Scaffold_3	466884	468767	-	1883.0	NO	NO	NO	Protein kinase domain_pfam00069
SLangusT_00831	Scaffold_3	477922	480204	-	2282.0	NO	NO	NO	Forkhead domain_pfam00250
SLangusT_00832	Scaffold_3	480398	481428	+	1030.0	0.998	NO	NO	NO
SLangusT_00833	Scaffold_3	482647	482964	+	317.0	0.92	NO	NO	NO
SLangusT_00834	Scaffold_3	483404	485479	-	2075.0	NO	NO	NO	Stretch-activated Ca2+-permeable channel component_pfam12929
SLangusT_00835	Scaffold_3	486271	486999	-	728.0	NO	NO	NO	TB2/DP1, HVA22 family_pfam03134
SLangusT_00836	Scaffold_3	489099	491598	+	2499.0	NO	NO	NO	RFX DNA-binding domain_pfam02257
SLangusT_00837	Scaffold_3	492753	494568	+	1815.0	NO	NO	NO	ACT domain_pfam13840;Amino acid kinase family_pfam00696
SLangusT_00838	Scaffold_3	496187	496682	-	495.0	0.997	NO	NO	NO
SLangusT_00839	Scaffold_3	498143	500178	+	2035.0	NO	NO	NO	Permease family_pfam00860
SLangusT_00840	Scaffold_3	501677	503451	-	1774.0	NO	NO	NO	Universal stress protein family_pfam00582
SLangusT_00841	Scaffold_3	504061	505588	-	1527.0	NO	NO	NO	RNA polymerase I-associated factor PAF67_pfam10255
SLangusT_00842	Scaffold_3	506323	509572	-	3249.0	NO	NO	NO	Cse1_pfam08506;Importin-beta N-terminal domain_pfam03810;CAS/CSE protein, C-terminus_pfam03378
SLangusT_00843	Scaffold_3	510377	515924	+	5547.0	NO	NO	NO	Domain of unknown function (DUF3384)_pfam11864;Tuberin_pfam03542;Rap/ran-GAP_pfam02145
SLangusT_00844	Scaffold_3	516666	517127	-	461.0	0.813	NO	NO	NO
SLangusT_00845	Scaffold_3	517376	517880	+	504.0	0.856	NO	NO	Spt4/RpoE2 zinc finger_pfam06093
SLangusT_00846	Scaffold_3	518528	519611	-	1083.0	NO	NO	NO	Domain of Kin17 curved DNA-binding protein_pfam10357;Zinc-finger double-stranded RNA-binding_pfam12171
SLangusT_00847	Scaffold_3	521402	522428	-	1026.0	NO	SignalP_EUK	NO	NO
SLangusT_00848	Scaffold_3	522876	523215	+	339.0	0.997	NO	NO	NO
SLangusT_00849	Scaffold_3	524931	525263	-	332.0	0.91	NO	NO	NO
SLangusT_00850	Scaffold_3	526700	527660	+	960.0	NO	SignalP_EUK	NO	NO
SLangusT_00851	Scaffold_3	528143	529643	-	1500.0	NO	NO	NO	Protein kinase domain_pfam00069
SLangusT_00852	Scaffold_3	530046	531718	+	1672.0	NO	NO	NO	Putative S-adenosyl-L-methionine-dependent methyltransferase_pfam02636
SLangusT_00853	Scaffold_3	532901	534115	-	1214.0	NO	NO	NO	Phosphoenolpyruvate hydrolase-like_pfam09370
SLangusT_00854	Scaffold_3	534982	536247	+	1265.0	NO	NO	NO	Uncharacterised protein family (UPF0261)_pfam06792
SLangusT_00855	Scaffold_3	537073	538719	-	1646.0	NO	NO	NO	Abscisic acid G-protein coupled receptor_pfam12430;The Golgi pH Regulator (GPHR) Family N-terminal_pfam12537
SLangusT_00856	Scaffold_3	539497	541232	-	1735.0	NO	NO	NO	NO
SLangusT_00857	Scaffold_3	542292	542642	+	350.0	NO	NO	NO	NO
SLangusT_00858	Scaffold_3	543988	546736	-	2748.0	NO	NO	NO	ATPase family associated with various cellular activities (AAA)_pfam00004;Peptidase family M41_pfam01434;FtsH Extracellular_pfam06480
SLangusT_00859	Scaffold_3	547340	550282	-	2942.0	NO	NO	NO	Fungal specific transcription factor domain_pfam04082;Fungal Zn(2)-Cys(6) binuclear cluster domain_pfam00172
SLangusT_00860	Scaffold_3	552204	553932	-	1728.0	NO	NO	NO	NO
SLangusT_00861	Scaffold_3	556051	558187	+	2136.0	NO	NO	NO	NO
SLangusT_00862	Scaffold_3	558829	561234	+	2405.0	NO	NO	NO	HCO3- transporter family_pfam00955
SLangusT_00863	Scaffold_3	562411	562771	+	360.0	NO	NO	NO	NO
SLangusT_00864	Scaffold_3	564039	565626	-	1587.0	NO	NO	NO	Catalase_pfam00199;Catalase-related immune-responsive_pfam06628
SLangusT_00865	Scaffold_3	566364	566856	-	492.0	0.932	SignalP_EUK	NO	NO
SLangusT_00866	Scaffold_3	568011	568839	-	828.0	NO	NO	NO	ADP-ribosylation factor family_pfam00025
SLangusT_00867	Scaffold_3	569371	569884	+	513.0	NO	NO	NO	Ribosomal L39 protein_pfam00832
SLangusT_00868	Scaffold_3	572379	573094	-	715.0	NO	NO	NO	Skp1 family, dimerisation domain_pfam01466;Skp1 family, tetramerisation domain_pfam03931
SLangusT_00869	Scaffold_3	574882	576718	+	1836.0	NO	SignalP_EUK	GT22.hmm	Alg9-like mannosyltransferase family_pfam03901
SLangusT_00870	Scaffold_3	577975	579636	-	1661.0	NO	NO	NO	NO
SLangusT_00871	Scaffold_3	580580	581482	+	902.0	NO	NO	NO	NO
SLangusT_00872	Scaffold_3	586648	587619	+	971.0	NO	NO	NO	14-3-3 protein_pfam00244
SLangusT_00873	Scaffold_3	588980	591178	-	2198.0	NO	NO	NO	NO
SLangusT_00874	Scaffold_4	11177	11701	+	524.0	NO	NO	NO	NO
SLangusT_00875	Scaffold_4	16305	17561	-	1256.0	NO	NO	NO	NO
SLangusT_00876	Scaffold_4	17825	18471	-	646.0	NO	NO	NO	NO
SLangusT_00877	Scaffold_4	19928	22537	-	2609.0	NO	NO	NO	Protein kinase domain_pfam00069
SLangusT_00878	Scaffold_4	23056	23385	+	329.0	1.0	NO	NO	Translation machinery associated TMA7_pfam09072
SLangusT_00879	Scaffold_4	23972	25273	-	1301.0	NO	NO	NO	NO
SLangusT_00880	Scaffold_4	26244	27804	+	1560.0	NO	NO	NO	Annexin_pfam00191
SLangusT_00881	Scaffold_4	29619	32517	+	2898.0	NO	NO	NO	NO
SLangusT_00882	Scaffold_4	35357	36356	+	999.0	NO	SignalP_EUK	NO	Trypsin_pfam00089
SLangusT_00883	Scaffold_4	36740	38546	-	1806.0	NO	NO	NO	Amino acid permease_pfam13520
SLangusT_00884	Scaffold_4	48463	49013	+	550.0	0.913	NO	NO	NO
SLangusT_00885	Scaffold_4	51409	52892	+	1483.0	NO	NO	NO	Protein kinase domain_pfam00069
SLangusT_00886	Scaffold_4	59443	60235	+	792.0	0.996	NO	NO	NO
SLangusT_00887	Scaffold_4	61534	63118	-	1584.0	NO	NO	NO	RING-variant domain_pfam12906
SLangusT_00888	Scaffold_4	64385	65983	+	1598.0	NO	NO	GT31.hmm	Protein of unknown function, DUF604_pfam04646
SLangusT_00889	Scaffold_4	67619	69187	+	1568.0	NO	NO	NO	Galactokinase galactose-binding signature_pfam10509;GHMP kinases C terminal_pfam08544;GHMP kinases N terminal domain_pfam00288
SLangusT_00890	Scaffold_4	69847	71420	+	1573.0	NO	NO	NO	NO
SLangusT_00891	Scaffold_4	72115	74519	+	2404.0	NO	NO	NO	Thiamine pyrophosphate enzyme, central domain_pfam00205;Thiamine pyrophosphate enzyme, N-terminal TPP binding domain_pfam02776;Thiamine pyrophosphate enzyme, C-terminal TPP binding domain_pfam02775
SLangusT_00892	Scaffold_4	76437	79941	+	3504.0	NO	NO	NO	Cation transporter/ATPase, N-terminus_pfam00690;haloacid dehalogenase-like hydrolase_pfam00702;Cation transporting ATPase, C-terminus_pfam00689;E1-E2 ATPase_pfam00122
SLangusT_00893	Scaffold_4	81365	82089	-	724.0	NO	NO	NO	NO
SLangusT_00894	Scaffold_4	82535	85483	+	2948.0	NO	NO	NO	ABC transporter_pfam00005
SLangusT_00895	Scaffold_4	86256	87668	+	1412.0	NO	NO	NO	Protein kinase domain_pfam00069
SLangusT_00896	Scaffold_4	88187	88834	-	647.0	0.994	NO	NO	NO
SLangusT_00897	Scaffold_4	91100	93469	-	2369.0	NO	NO	NO	NO
SLangusT_00898	Scaffold_4	94109	96028	-	1919.0	NO	NO	NO	Ubiquitin carboxyl-terminal hydrolase_pfam00443
SLangusT_00899	Scaffold_4	96752	97715	+	963.0	NO	NO	NO	Ribosomal protein L9, N-terminal domain_pfam01281
SLangusT_00900	Scaffold_4	98027	98240	+	213.0	1.0	NO	NO	NO
SLangusT_00901	Scaffold_4	98851	100147	+	1296.0	NO	NO	NO	Fructose-bisphosphate aldolase class-II_pfam01116
SLangusT_00902	Scaffold_4	101598	102867	+	1269.0	NO	NO	NO	Oxysterol-binding protein_pfam01237
SLangusT_00903	Scaffold_4	106597	107999	-	1402.0	NO	NO	NO	Brix domain_pfam04427
SLangusT_00904	Scaffold_4	108291	109786	+	1495.0	NO	NO	NO	DEAD/DEAH box helicase_pfam00270;Helicase conserved C-terminal domain_pfam00271
SLangusT_00905	Scaffold_4	110052	113653	+	3601.0	NO	NO	NO	PHD-finger_pfam00628;CoA-transferase family III_pfam02515
SLangusT_00906	Scaffold_4	115713	116759	-	1046.0	NO	NO	NO	Protein of unknown function (DUF1749)_pfam08538
SLangusT_00907	Scaffold_4	117120	117948	+	828.0	NO	NO	NO	NO
SLangusT_00908	Scaffold_4	119313	120318	-	1005.0	0.956	NO	NO	Ras family_pfam00071
SLangusT_00909	Scaffold_4	122968	126684	+	3716.0	NO	NO	NO	Salt tolerance down-regulator_pfam13945
SLangusT_00910	Scaffold_4	128189	128763	-	574.0	0.986	NO	NO	NO
SLangusT_00911	Scaffold_4	130391	131976	+	1585.0	NO	NO	NO	NO
SLangusT_00912	Scaffold_4	132902	134227	+	1325.0	NO	NO	NO	NO
SLangusT_00913	Scaffold_4	139795	140781	-	986.0	NO	NO	NO	NO
SLangusT_00914	Scaffold_4	141742	142537	+	795.0	0.996	NO	NO	NO
SLangusT_00915	Scaffold_4	146169	147083	-	914.0	NO	NO	NO	NO
SLangusT_00916	Scaffold_4	147645	148115	+	470.0	1.0	NO	NO	NO
SLangusT_00917	Scaffold_4	148701	149084	+	383.0	0.959	NO	NO	Peptidase inhibitor I78 family_pfam11720
SLangusT_00918	Scaffold_4	149415	150181	+	766.0	0.971	NO	NO	PUA domain_pfam01472
SLangusT_00920	Scaffold_4	156470	156707	+	237.0	NO	NO	NO	NO
SLangusT_00921	Scaffold_4	160041	160371	+	330.0	NO	NO	NO	NO
SLangusT_00922	Scaffold_4	162975	163825	-	850.0	NO	NO	NO	NO
SLangusT_00926	Scaffold_4	178486	179781	-	1295.0	NO	NO	NO	NO
SLangusT_00932	Scaffold_4	203984	204557	-	573.0	NO	NO	NO	NO
SLangusT_00943	Scaffold_4	243420	244233	+	813.0	0.997	NO	NO	NO
SLangusT_00948	Scaffold_4	261317	261731	-	414.0	NO	NO	NO	NO
SLangusT_00954	Scaffold_4	282021	282542	+	521.0	NO	NO	NO	NO
SLangusT_00959	Scaffold_4	299256	299602	-	346.0	NO	NO	NO	NO
SLangusT_00968	Scaffold_4	340715	341178	+	463.0	NO	NO	NO	NO
SLangusT_00987	Scaffold_4	398934	400088	-	1154.0	NO	NO	NO	NO
SLangusT_00988	Scaffold_4	400516	401187	-	671.0	NO	NO	NO	NO
SLangusT_00989	Scaffold_4	404565	404813	+	248.0	0.912	NO	NO	NO
